# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,19,00,51,50,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:32:07.777380943  9864.3   88.40  296.04  -71.040    0.077   29.024  -72.178    0.077   29.024  -71.040  -72.178      21.828     19.1728
2020/11/05_19:32:08.791141033  9864.3   88.40  296.05  -71.048    0.079   28.183  -72.133    0.079   28.183  -71.048  -72.133     21.4238     18.9262
2020/11/05_19:32:09.804900885  9864.3   88.40  296.04  -71.037    0.077   28.183  -72.141    0.077   28.183  -71.037  -72.141     21.2444     18.9472
2020/11/05_19:32:10.818660975  9864.3   88.40  296.03  -71.035    0.079   28.921  -72.156    0.079   28.921  -71.035  -72.156     21.2872      19.031
2020/11/05_19:32:11.832421064  9864.3   88.40  296.03  -71.060    0.080   26.487  -72.139    0.080   26.487  -71.060  -72.139     21.5649     19.1094
2020/11/05_19:32:12.846180916  9864.3   88.40  296.03  -71.053    0.081   25.704  -72.150    0.081   25.704  -71.053  -72.150     21.7164     19.1934
2020/11/05_19:32:13.859941006  9864.3   88.40  296.02  -71.043    0.079   27.476  -72.131    0.079   27.476  -71.043  -72.131     21.7907     19.2298
2020/11/05_19:32:14.873701096  9864.3   88.40  296.02  -71.028    0.077   29.316  -72.146    0.077   29.316  -71.028  -72.146     21.8332     19.1626
2020/11/05_19:32:15.887460947  9864.3   88.40  296.01  -71.020    0.075   31.319  -72.166    0.075   31.319  -71.020  -72.166     22.0141     19.2858
2020/11/05_19:32:16.901221037  9864.3   88.40  296.02  -71.011    0.076   31.833  -72.138    0.076   31.833  -71.011  -72.138      21.921     19.3953
2020/11/05_19:32:17.914980888  9864.3   88.40  296.01  -71.028    0.076   30.173  -72.195    0.076   30.173  -71.028  -72.195     21.7493     19.2404
2020/11/05_19:32:18.928740978  9864.3   88.40  296.06  -71.015    0.075   31.473  -72.152    0.075   31.473  -71.015  -72.152     21.5604     19.1878
2020/11/05_19:32:19.942501068  9864.3   88.40  296.05  -70.995    0.073   32.981  -72.161    0.073   32.981  -70.995  -72.161     21.4203     19.2698
2020/11/05_19:32:20.956260920  9864.3   88.40  296.05  -71.013    0.077   30.382  -72.146    0.077   30.382  -71.013  -72.146      21.533     19.3875
2020/11/05_19:32:21.970021009  9864.3   88.40  296.00  -71.001    0.075   33.021  -72.152    0.075   33.021  -71.001  -72.152     21.8108     19.6037
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:32:22.983781099  9864.3   88.40  296.01  -70.999    0.074   35.075  -72.152    0.074   35.075  -70.999  -72.152     21.9481     19.5755
2020/11/05_19:32:23.997540951  9864.3   88.40  296.00  -71.016    0.077   30.265  -72.167    0.077   30.265  -71.016  -72.167     22.0332     19.4142
2020/11/05_19:32:25.011301041  9864.3   88.40  295.99  -71.021    0.076   30.894  -72.177    0.076   30.894  -71.021  -72.177     21.9777       19.31
2020/11/05_19:32:26.025060892  9864.3   88.40  296.00  -71.028    0.077   29.966  -72.154    0.077   29.966  -71.028  -72.154     21.8965     19.1907
2020/11/05_19:32:27.038820982  9864.3   88.40  295.99  -71.013    0.076   30.407  -72.127    0.076   30.407  -71.013  -72.127      22.112     19.3495
2020/11/05_19:32:28.052581072  9864.3   88.40  295.99  -71.003    0.075   32.079  -72.144    0.075   32.079  -71.003  -72.144     22.5231      19.239
2020/11/05_19:32:29.066340923  9864.3   88.40  296.04  -71.014    0.075   32.821  -72.139    0.075   32.821  -71.014  -72.139     22.2902      18.986
2020/11/05_19:32:30.080101013  9864.3   88.40  296.00  -71.011    0.074   34.000  -72.155    0.074   34.000  -71.011  -72.155      21.692     18.6522
2020/11/05_19:32:31.093861103  9864.3   88.40  296.01  -71.039    0.075   31.610  -72.186    0.075   31.610  -71.039  -72.186     21.3664     18.8126
2020/11/05_19:32:32.107620955  9864.3   88.40  296.00  -71.034    0.076   30.457  -72.176    0.076   30.457  -71.034  -72.176     21.3392     18.8528
2020/11/05_19:32:33.121381044  9864.3   88.40  296.00  -71.042    0.076   30.090  -72.152    0.076   30.090  -71.042  -72.152     21.5673     18.8709
2020/11/05_19:32:34.135140896  9864.3   88.40  295.99  -71.052    0.078   29.226  -72.184    0.078   29.226  -71.052  -72.184     21.8599     19.0405
2020/11/05_19:32:35.148900986  9864.3   88.40  295.92  -71.042    0.079   28.085  -72.191    0.079   28.085  -71.042  -72.191     21.7922     19.0715
2020/11/05_19:32:36.162661076  9864.3   88.40  295.91  -71.036    0.077   30.459  -72.151    0.077   30.459  -71.036  -72.151     21.6831     19.1135
2020/11/05_19:32:37.176420927  9864.3   88.40  295.92  -71.027    0.076   32.038  -72.143    0.076   32.038  -71.027  -72.143     21.6618      19.171
2020/11/05_19:32:38.190181017  9864.3   88.40  295.92  -71.026    0.078   29.749  -72.155    0.078   29.749  -71.026  -72.155     21.5519      19.358
2020/11/05_19:32:39.203941107  9864.3   88.40  295.92  -71.017    0.077   29.340  -72.133    0.077   29.340  -71.017  -72.133     21.6007     19.5095
2020/11/05_19:32:40.217700958  9864.3   88.40  295.92  -71.029    0.078   28.848  -72.156    0.078   28.848  -71.029  -72.156      21.843     19.4838
2020/11/05_19:32:41.231461048  9864.3   88.40  295.92  -71.034    0.078   28.565  -72.191    0.078   28.565  -71.034  -72.191     21.9594     19.2751
2020/11/05_19:32:42.245220900  9864.3   88.40  295.93  -71.034    0.078   27.951  -72.177    0.078   27.951  -71.034  -72.177     22.0494     19.2599
2020/11/05_19:32:43.258980989  9864.3   88.40  295.92  -71.010    0.073   33.376  -72.167    0.073   33.376  -71.010  -72.167     21.8622      19.471
2020/11/05_19:32:44.272741079  9864.3   88.40  295.92  -70.993    0.075   32.957  -72.140    0.075   32.957  -70.993  -72.140     21.5538     19.4079
2020/11/05_19:32:45.286500931  9864.3   88.40  295.91  -71.027    0.077   31.338  -72.140    0.077   31.338  -71.027  -72.140      21.469     19.5304
2020/11/05_19:32:46.300261021  9864.3   88.40  295.91  -71.014    0.078   29.980  -72.149    0.078   29.980  -71.014  -72.149     21.5226     19.5104
2020/11/05_19:32:47.314021111  9864.3   88.40  295.90  -71.016    0.077   33.353  -72.115    0.077   33.353  -71.016  -72.115     21.7387     19.6484
2020/11/05_19:32:48.327780962  9864.3   88.40  295.90  -71.043    0.076   30.574  -72.189    0.076   30.574  -71.043  -72.189     21.7062     19.6183
2020/11/05_19:32:49.341541052  9864.3   88.40  295.89  -71.042    0.077   29.949  -72.205    0.077   29.949  -71.042  -72.205     21.6248     19.3224
2020/11/05_19:32:50.355300903  9864.3   88.41  295.94  -71.010    0.077   32.069  -72.125    0.077   32.069  -71.010  -72.125      21.558     19.2587
2020/11/05_19:32:51.369060993  9864.3   88.41  295.92  -71.040    0.080   27.770  -72.134    0.080   27.770  -71.040  -72.134     21.5452     19.2883
2020/11/05_19:32:52.382821083  9864.3   88.40  295.91  -71.015    0.077   30.447  -72.124    0.077   30.447  -71.015  -72.124     21.5219     19.2026
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:32:53.396580935  9864.3   88.40  295.91  -71.022    0.074   32.684  -72.146    0.074   32.684  -71.022  -72.146     21.7644     19.3576
2020/11/05_19:32:54.410341024  9864.3   88.40  295.89  -71.030    0.077   30.647  -72.158    0.077   30.647  -71.030  -72.158     21.8345     19.3979
2020/11/05_19:32:55.424101114  9864.3   88.40  295.88  -71.043    0.078   29.633  -72.150    0.078   29.633  -71.043  -72.150     21.8479     19.4634
2020/11/05_19:32:56.437860966  9864.3   88.40  295.89  -71.036    0.079   28.366  -72.133    0.079   28.366  -71.036  -72.133     21.6273     19.2978
2020/11/05_19:32:57.451621056  9864.3   88.40  295.89  -71.016    0.074   33.381  -72.148    0.074   33.381  -71.016  -72.148     21.5431     19.2189
2020/11/05_19:32:58.465380907  9864.3   88.40  295.89  -71.045    0.076   30.829  -72.197    0.076   30.829  -71.045  -72.197     21.7045     19.3745
2020/11/05_19:32:59.479140997  9864.3   88.41  295.88  -71.039    0.076   30.487  -72.209    0.076   30.487  -71.039  -72.209     21.6612     19.6608
2020/11/05_19:33:00.492901087  9864.3   88.41  295.87  -71.063    0.077   28.734  -72.239    0.077   28.734  -71.063  -72.239     21.8956     19.5748
2020/11/05_19:33:01.506660938  9864.3   88.41  295.81  -71.058    0.077   27.216  -72.237    0.077   27.216  -71.058  -72.237     22.0882      19.365
2020/11/05_19:33:02.520421028  9864.3   88.41  295.81  -71.047    0.080   25.766  -72.238    0.080   25.766  -71.047  -72.238     22.0539      18.976
2020/11/05_19:33:03.534181118  9864.3   88.41  295.80  -71.061    0.078   27.402  -72.229    0.078   27.402  -71.061  -72.229     21.9777     19.1427
2020/11/05_19:33:04.547940969  9864.3   88.41  295.79  -71.037    0.075   30.554  -72.211    0.075   30.554  -71.037  -72.211     22.1061     19.4166
2020/11/05_19:33:05.561701059  9864.3   88.41  295.78  -71.026    0.075   32.455  -72.211    0.075   32.455  -71.026  -72.211     22.2745     19.6106
2020/11/05_19:33:06.575460911  9864.3   88.41  295.77  -71.071    0.079   26.794  -72.216    0.079   26.794  -71.071  -72.216     22.3853     19.6471
2020/11/05_19:33:07.589221001  9864.3   88.41  295.77  -71.063    0.075   28.910  -72.256    0.075   28.910  -71.063  -72.256     22.4473     19.4699
2020/11/05_19:33:08.602981091  9864.3   88.41  295.76  -71.045    0.075   31.621  -72.231    0.075   31.621  -71.045  -72.231     22.2052     19.3375
2020/11/05_19:33:09.616740942  9864.3   88.41  295.74  -71.035    0.078   29.680  -72.191    0.078   29.680  -71.035  -72.191     22.1094     19.3992
2020/11/05_19:33:10.630501032  9864.3   88.41  295.74  -71.024    0.076   31.059  -72.180    0.076   31.059  -71.024  -72.180     22.1192     19.6048
2020/11/05_19:33:11.644260883  9864.3   88.41  295.73  -71.027    0.077   29.542  -72.189    0.077   29.542  -71.027  -72.189     21.9692      19.643
2020/11/05_19:33:12.658020973  9864.3   88.41  295.71  -71.015    0.076   31.093  -72.190    0.076   31.093  -71.015  -72.190     21.9921     19.7617
2020/11/05_19:33:13.671781063  9864.3   88.41  295.70  -71.009    0.074   33.564  -72.205    0.074   33.564  -71.009  -72.205     21.9775     19.5846
2020/11/05_19:33:14.685540915  9864.3   88.41  295.70  -71.023    0.077   28.865  -72.208    0.077   28.865  -71.023  -72.208     21.9975     19.6517
2020/11/05_19:33:15.699301004  9864.3   88.41  295.70  -71.015    0.075   30.199  -72.211    0.075   30.199  -71.015  -72.211     21.9564     19.6675
2020/11/05_19:33:16.713061094  9864.3   88.41  295.69  -71.013    0.075   29.596  -72.218    0.075   29.596  -71.013  -72.218     22.0331      20.093
2020/11/05_19:33:17.726820946  9864.3   88.41  295.67  -71.014    0.074   30.097  -72.232    0.074   30.097  -71.014  -72.232     22.0755     20.3221
2020/11/05_19:33:18.740581036  9864.3   88.41  295.67  -71.016    0.073   31.291  -72.220    0.073   31.291  -71.016  -72.220     21.8385     19.9872
2020/11/05_19:33:19.754340887  9864.3   88.41  295.68  -71.011    0.077   28.554  -72.212    0.077   28.554  -71.011  -72.212     21.4708     18.8998
2020/11/05_19:33:20.768100977  9864.3   88.41  295.67  -71.034    0.078   29.172  -72.202    0.078   29.172  -71.034  -72.202     21.3181     18.4934
2020/11/05_19:33:21.781861067  9864.3   88.41  295.67  -71.018    0.077   27.766  -72.193    0.077   27.766  -71.018  -72.193     21.6756     18.8841
2020/11/05_19:33:22.795620918  9864.3   88.41  295.67  -71.026    0.077   29.581  -72.211    0.077   29.581  -71.026  -72.211     22.0099     19.4327
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:33:23.809381008  9864.3   88.41  295.77  -71.041    0.080   27.538  -72.185    0.080   27.538  -71.041  -72.185      22.318     19.7444
2020/11/05_19:33:24.823141098  9864.3   88.41  295.71  -71.032    0.079   26.743  -72.184    0.079   26.743  -71.032  -72.184      22.263     19.7256
2020/11/05_19:33:25.836900949  9864.3   88.41  295.71  -71.027    0.078   27.776  -72.170    0.078   27.776  -71.027  -72.170     21.7831     19.5727
2020/11/05_19:33:26.850661039  9864.3   88.41  295.72  -71.028    0.077   30.441  -72.168    0.077   30.441  -71.028  -72.168     21.7389     19.5979
2020/11/05_19:33:27.864420891  9864.3   88.41  295.73  -71.027    0.077   32.075  -72.170    0.077   32.075  -71.027  -72.170     21.6923       19.64
2020/11/05_19:33:28.878180981  9864.3   88.41  295.72  -71.023    0.077   30.016  -72.168    0.077   30.016  -71.023  -72.168     21.6353     19.5235
2020/11/05_19:33:29.891941071  9864.3   88.41  295.73  -71.031    0.077   31.310  -72.178    0.077   31.310  -71.031  -72.178     21.4679     19.2402
2020/11/05_19:33:30.905700922  9864.3   88.41  295.72  -71.029    0.075   32.517  -72.144    0.075   32.517  -71.029  -72.144     21.4734     19.1129
2020/11/05_19:33:31.919461012  9864.3   88.41  295.71  -71.022    0.076   32.779  -72.156    0.076   32.779  -71.022  -72.156     21.6785     19.1398
2020/11/05_19:33:32.933221102  9864.3   88.41  295.71  -71.034    0.077   29.271  -72.218    0.077   29.271  -71.034  -72.218     21.9712      19.303
2020/11/05_19:33:33.946980953  9864.3   88.41  295.71  -71.046    0.078   29.429  -72.200    0.078   29.429  -71.046  -72.200     22.1893     19.3111
2020/11/05_19:33:34.960741043  9864.3   88.41  295.71  -71.026    0.077   31.826  -72.191    0.077   31.826  -71.026  -72.191     22.2647     19.4958
2020/11/05_19:33:35.974500895  9864.3   88.41  295.71  -71.037    0.077   30.570  -72.196    0.077   30.570  -71.037  -72.196     22.1544     19.6136
2020/11/05_19:33:36.988260984  9864.3   88.41  295.70  -71.039    0.076   29.616  -72.208    0.076   29.616  -71.039  -72.208     21.9503     19.6578
2020/11/05_19:33:38.002021074  9864.3   88.41  295.70  -71.033    0.076   28.972  -72.201    0.076   28.972  -71.033  -72.201     21.8034     19.3957
2020/11/05_19:33:39.015780926  9864.3   88.41  295.69  -71.024    0.076   31.132  -72.161    0.076   31.132  -71.024  -72.161     21.7483     19.3182
2020/11/05_19:33:40.029541016  9864.3   88.41  295.80  -71.023    0.077   30.265  -72.162    0.077   30.265  -71.023  -72.162     21.8751     19.3799
2020/11/05_19:33:41.043301105  9864.3   88.41  295.75  -71.017    0.076   30.949  -72.143    0.076   30.949  -71.017  -72.143     21.7875     19.2922
2020/11/05_19:33:42.057060957  9864.3   88.41  295.75  -71.018    0.078   30.183  -72.150    0.078   30.183  -71.018  -72.150     21.7347     19.2986
2020/11/05_19:33:43.070821047  9864.3   88.41  295.75  -71.025    0.075   32.047  -72.173    0.075   32.047  -71.025  -72.173     21.7342     19.2477
2020/11/05_19:33:44.084580898  9864.3   88.41  295.74  -71.029    0.074   31.900  -72.199    0.074   31.900  -71.029  -72.199     21.6346      19.347
2020/11/05_19:33:45.098340988  9864.3   88.41  295.74  -71.030    0.077   29.005  -72.202    0.077   29.005  -71.030  -72.202     21.9635      19.587
2020/11/05_19:33:46.112101078  9864.3   88.41  295.74  -71.041    0.078   29.305  -72.164    0.078   29.305  -71.041  -72.164      22.085     19.7198
2020/11/05_19:33:47.125860929  9864.3   88.41  295.74  -71.035    0.078   27.956  -72.189    0.078   27.956  -71.035  -72.189     21.9303     19.5445
2020/11/05_19:33:48.139621019  9864.3   88.41  295.73  -71.030    0.078   28.162  -72.183    0.078   28.162  -71.030  -72.183     22.1056     19.3481
2020/11/05_19:33:49.153381109  9864.3   88.41  295.72  -71.048    0.077   29.388  -72.210    0.077   29.388  -71.048  -72.210     22.0476     19.1722
2020/11/05_19:33:50.167140961  9864.3   88.41  295.73  -71.046    0.077   28.426  -72.219    0.077   28.426  -71.046  -72.219     21.7647     19.3291
2020/11/05_19:33:51.180901051  9864.3   88.41  295.73  -71.046    0.077   27.593  -72.235    0.077   27.593  -71.046  -72.235     21.6116     19.3708
2020/11/05_19:33:52.194660902  9864.3   88.41  295.71  -71.009    0.075   32.676  -72.169    0.075   32.676  -71.009  -72.169      21.442     19.3687
2020/11/05_19:33:53.208420992  9864.3   88.41  295.69  -71.013    0.074   35.224  -72.156    0.074   35.224  -71.013  -72.156     21.5286     19.3243
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:33:54.222181082  9864.3   88.41  295.70  -71.043    0.076   30.754  -72.192    0.076   30.754  -71.043  -72.192     21.7795     19.2863
2020/11/05_19:33:55.235940933  9864.3   88.41  295.69  -71.021    0.076   31.467  -72.154    0.076   31.467  -71.021  -72.154     21.8603     19.4964
2020/11/05_19:33:56.249701023  9864.3   88.41  295.67  -71.006    0.075   33.885  -72.126    0.075   33.885  -71.006  -72.126     21.8958     19.7558
2020/11/05_19:33:57.263461113  9864.3   88.41  295.68  -70.994    0.073   36.213  -72.106    0.073   36.213  -70.994  -72.106      21.957     19.6248
2020/11/05_19:33:58.277220964  9864.3   88.41  295.68  -71.015    0.075   32.650  -72.136    0.075   32.650  -71.015  -72.136     21.8358      19.422
2020/11/05_19:33:59.290981054  9864.3   88.41  295.67  -70.984    0.073   36.527  -72.095    0.073   36.527  -70.984  -72.095     21.7761     19.3286
2020/11/05_19:34:00.304740906  9864.3   88.41  295.79  -70.977    0.073   37.788  -72.081    0.073   37.788  -70.977  -72.081     21.7884     19.1694
2020/11/05_19:34:01.318500996  9864.3   88.41  295.73  -71.002    0.075   33.268  -72.111    0.075   33.268  -71.002  -72.111      21.907     19.2094
2020/11/05_19:34:02.332261086  9864.3   88.41  295.73  -71.017    0.078   30.116  -72.127    0.078   30.116  -71.017  -72.127     21.8078     19.1364
2020/11/05_19:34:03.346020937  9864.3   88.41  295.72  -71.012    0.075   32.257  -72.122    0.075   32.257  -71.012  -72.122     21.7679     19.0249
2020/11/05_19:34:04.359781027  9864.3   88.41  295.72  -71.008    0.076   30.207  -72.121    0.076   30.207  -71.008  -72.121     21.4169     18.8203
2020/11/05_19:34:05.373541117  9864.3   88.41  295.72  -71.002    0.075   33.479  -72.136    0.075   33.479  -71.002  -72.136     21.3488     18.8158
2020/11/05_19:34:06.387300968  9864.3   88.41  295.72  -71.010    0.074   33.923  -72.131    0.074   33.923  -71.010  -72.131     21.5888     18.9477
2020/11/05_19:34:07.401061058  9864.3   88.41  295.71  -71.005    0.073   35.339  -72.137    0.073   35.339  -71.005  -72.137     21.4284     18.9191
2020/11/05_19:34:08.414820910  9864.3   88.41  295.71  -70.994    0.075   34.410  -72.132    0.075   34.410  -70.994  -72.132     21.3634     18.9059
2020/11/05_19:34:09.428580999  9864.3   88.41  295.68  -70.988    0.074   33.670  -72.107    0.074   33.670  -70.988  -72.107     21.6314     18.9913
2020/11/05_19:34:10.442341089  9864.3   88.41  295.66  -70.997    0.074   31.814  -72.127    0.074   31.814  -70.997  -72.127     21.7888     19.0895
2020/11/05_19:34:11.456100941  9864.3   88.41  295.67  -70.982    0.073   35.802  -72.104    0.073   35.802  -70.982  -72.104      22.076     19.3629
2020/11/05_19:34:12.469861031  9864.3   88.41  295.67  -70.981    0.073   35.488  -72.133    0.073   35.488  -70.981  -72.133     22.3003     19.6594
2020/11/05_19:34:13.483620882  9864.3   88.41  295.68  -70.981    0.072   37.066  -72.136    0.072   37.066  -70.981  -72.136      22.159     19.7596
